Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision,Is Vaccination site
Voortrekker Hospital,29.01405,-24.1962,District Hospital,Limpopo,Waterberg District Municipality,Mogalakwena Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,142,,12,12,,20,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/voortrekker_hospital_mokopane_limpopo_south_africa,ZA-LP,
FH Odendaal Hospital,28.42212,-24.7014,District Hospital,Limpopo,Waterberg District Municipality,Mookgophong/Modimolle Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,100,,8,8,,0,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/f_h_odendaal_hospital_modimolle_limpopo_south_africa,ZA-LP,
Thabazimbi Hospital,27.4069,-24.5987,District Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,110,,30,30,,12,2,,,,,ZA-LP,
FH O MDR Hospital,28.39456,-24.7077,District Hospital,Limpopo,Waterberg District Municipality,Mookgophong/Modimolle Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP,
Thabamoopo Hospital,29.54406,-24.3032,District Hospital,Limpopo,Capricorn District Municipality,Lepelle-Nkumpi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,786,,,,,,,,,,,ZA-LP,
Evuxakeni Hospital,30.72358,-23.3222,District Hospital,Limpopo,Mopani District Municipality,Greater Giyani Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,400,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/evuxakeni_psychiatric_hospital_giyani_limpopo_south_africa,ZA-LP,
Hayani Hospital,30.48536,-22.9409,District Hospital,Limpopo,Vhembe District Municipality,Thulamela Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,390,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/hayani_hospital_thohoyandou_limpopo_south_africa,ZA-LP,
Letaba Hospital,30.26933,-23.8741,District Hospital,Limpopo,Mopani District Municipality,Greater Tzaneen Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,276,,37,37,,2,0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/letaba_hospital_letaba_limpopo_south_africa,ZA-LP,
Philadelphia Hospital,29.144713,-25.2581,District Hospital,Limpopo,Sekhukhune District Municipality,E Motsoaledi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,278,,28,28,,2,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_mpumalanga_south_africa/philadelphia_hospital_dennilton_mpumalanga_south_africa,ZA-LP,
St Rita's Hospital,29.80403,-24.8446,District Hospital,Limpopo,Sekhukhune District Municipality,Makhuduthamaga Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,331,,44,40,,0,0,,,,doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/st_ritas_hospital_glen_cowie_limpopo_south_africa,ZA-LP,
Tshilidzini Hospital,30.41415,-22.9947,District Hospital,Limpopo,Vhembe District Municipality,Thulamela Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,434,,60,60,,6,0,,,,,ZA-LP,
Mokopane Hospital,28.989183,-24.1553,District Hospital,Limpopo,Waterberg District Municipality,Mogalakwena Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,260,,66,66,,4,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/mokopane_hospital_mokopane_limpopo_south_africa,ZA-LP,YES
Mankweng Hospital,29.725885,-23.8808,District Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,509,,30,158,,10,4,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/polokwane_mankweng_hospital_complex_mankweng_limpopo_south_africa,ZA-LP,YES
Pietersburg Hospital,29.456908,-23.8958,District Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP,
Matikwana Hospital,31.23628,-24.9876,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,300,,30,30,,0,2,,,,http://pasteurhospital.co.za/company/esidimeni/life_esidimeni_matikwana.htm,ZA-MP,
Tintswalo Hospital,31.05983,-24.5918,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,,"Casualty, high care, paediarics, obstetrics, gynaecology, psychiatric, surgical and medical  services",,240,,30,30,,2,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_mpumalanga_south_africa/tintswalo_hospital_acornhoek_mpumalanga_south_africa,ZA-MP,
Barberton Hospital,31.04189,-25.7814,District Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,151,,46,46,,5,3,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_mpumalanga_south_africa/barberton_hospital_barberton_mpumalanga_south_africa,ZA-MP,
Shongwe Hospital,31.490584,-25.6851,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Nkomazi Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,220,,36,36,,2,1,,,,http://www.mpuhealth.gov.za/Shongwe%20Hospital.html,ZA-MP,
Tonga Hospital,31.7881,-25.6947,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Nkomazi Local Municipality,,"Family Medicine and Primary health care, Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,160,,50,50,,5,2,,,,http://www.mpuhealth.gov.za/Tonga%20Hospital.html,ZA-MP,
Lydenburg Hospital,30.4514,-25.1085,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,119,,30,30,,1,2,,,,http://www.mpuhealth.gov.za/Lydenburg%20Hospital.html,ZA-MP,
Matibidi Hospital,30.7696,-24.5884,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,,"Family Medicine and Primary healthcare, Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,100,,0,0,,0,1,,,,http://www.mpuhealth.gov.za/Matibidi%20Hospital.html,ZA-MP,
Sabie Hospital,30.782,-25.0926,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Thaba Chweu Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,
Psychiatry,Eye care,Geriatrics",,99,,20,20,,1,2,,,,http://www.mpuhealth.gov.za/Sabie%20Hospital.html,ZA-MP,
Carolina Hospital,30.11237,-26.0758,District Hospital,Mpumalanga,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,80,,20,20,,6,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_mpumalanga_south_africa/carolina_hospital_carolina_mpumalanga_south_africa,ZA-MP,YES
Embhuleni Hospital,30.814586,-26.0481,District Hospital,Mpumalanga,Gert Sibande District Municipality,Chief Albert Luthuli Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics
Psychiatry,Eye care,Geriatrics",,189,,60,60,,2,3,,,,http://www.mpuhealth.gov.za/Embuleni%20Hospital.html,ZA-MP,
Amajuba Memorial Hospital,29.89128,-27.3525,District Hospital,Mpumalanga,Gert Sibande District Municipality,Dr Pixley Ka Isaka Seme Local Municipality,,"Family Medicine and Primary health care, Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,95,,12,12,,7,2,,,,http://www.mpuhealth.gov.za/Amajuba%20Memorial%20Hospitals.html,ZA-MP,YES
Elsie Ballot Hospital,29.86146,-27.0107,District Hospital,Mpumalanga,Gert Sibande District Municipality,Dr Pixley Ka Isaka Seme Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,22,,0,0,,0,0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_mpumalanga_south_africa/elsie_ballot_hospital_amersfoort_mpumalanga_south_africa,ZA-MP,
Bethal Hospital,29.46735,-26.4646,District Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics
Psychiatry,Eye care,Geriatrics",,178,,41,41,,0,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_mpumalanga_south_africa/bethal_hospital_bethal_mpumalanga_south_africa,ZA-MP,YES
Evander Gold Mining hospital,29.118658,-26.4673,Mining Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,104,,40,,,,1,,,,,ZA-MP,
Evander hospital,29.101066,-26.46796068,District Hospital,Mpumalanga,Gert Sibande District Municipality,Govan Mbeki Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry
Eye care,Geriatrics",,113,,32,32,,0,2,,36,,http://www.mpuhealth.gov.za/Evander%20Hospital.html,ZA-MP,
Harmony Goldmine Hospital,26.774599,-27.966619,Mining Hospital,Free State,Lejweleputswa District Municipality,Matjhabeng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,150,,54,,,,3,,,,,ZA-MP,
Standerton Hospital,29.244242,-26.94,District Hospital,Mpumalanga,Gert Sibande District Municipality,Lekwa Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry
Eye care,Geriatrics",,219,,24,24,,8,3,,,,http://www.mpuhealth.gov.za/Standerton%20Hospital.html,ZA-MP,
Piet Retief Hospital,30.80625,-27.0188,District Hospital,Mpumalanga,Gert Sibande District Municipality,Mkhondo Local Municipality,,"Family Medicine and Primary health care, Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,176,,30,30,,6,3,,,,http://www.mpuhealth.gov.za/Piet%20Retief%20Hospital.html,ZA-MP,
Mmametlhake Hospital,28.55872,-25.1046,District Hospital,Mpumalanga,Nkangala District Municipality,Dr JS Moroka Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,60,,4,4,,8,2,,,,http://www.mpuhealth.gov.za/Mmamethlake%20Hospital.html,ZA-MP,
HA Grove Hospital,30.04431,-25.6964,District Hospital,Mpumalanga,Nkangala District Municipality,Emakhazeni Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-MP,
Waterval Boven Hospital,30.33855,-25.6479,District Hospital,Mpumalanga,Nkangala District Municipality,Emakhazeni Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,80,,0,0,,0,1,,,,http://www.mpuhealth.gov.za/Waterval%20Boven%20Hospital.html,ZA-MP,
Impungwe Hospital,29.25281,-25.8727,District Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,,"Family Medicine and Primary health care, Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,,,,,,,,,,,,ZA-MP,
Middelburg Hospital,29.45133,-25.7741,District Hospital,Mpumalanga,Nkangala District Municipality,Steve Tshwete Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,247,,64,64,,4,5,,,,,ZA-MP,
KwaMhlanga Hospital,28.70415,-25.418,District Hospital,Mpumalanga,Nkangala District Municipality,Thembisile Hani Local Municipality,,"Family Medicine and Primary health care, Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,150,,16,16,,4,1,,,,http://www.mpuhealth.gov.za/Kwamhlanga%20%20Hospitals.html,ZA-MP,
Bernice Samuels Hospital,28.66699,-26.1521,District Hospital,Mpumalanga,Nkangala District Municipality,Victor Khanye Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,160,,60,60,,6,1,,,,,ZA-MP,
Rob Ferreira Hospital,30.97111,-25.4755,Tertiary Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,301,,50,50,,5,4,,,,http://www.mpuhealth.gov.za/Rob%20Ferreira%20Hospital.html,ZA-MP,YES
Witbank Hospital,29.226596,-25.8756,District Hospital,Mpumalanga,Nkangala District Municipality,Emalahleni Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,349,,57,57,,5,5,,,,http://www.mpuhealth.gov.za/Witbank%20Hospital.html,ZA-MP,
Mapulaneng Hospital,31.06531,-24.8497,District Hospital,Mpumalanga,Ehlanzeni District Municipality,Bushbuckridge Local Municipality,,"Family Medicine and Primary health care,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,269,,28,28,,0,3,,,,http://www.mpuhealth.gov.za/Mapulaneng%20Hospital.html,ZA-MP,
Themba Hospital,31.1228,-25.3452,District Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,426,,40,40,,6,3,,,,,ZA-MP,
Ermelo Hospital,29.97522,-26.5231,District Hospital,Mpumalanga,Gert Sibande District Municipality,Msukaligwa Local Municipality,,"Family Medicine and Primary healthcare,Rehabilitation,Medicine,Surgery,Obstetrics,Paediatrics,Psychiatry,Eye care,Geriatrics",,200,,,,,,,,,,http://www.mpuhealth.gov.za/Ermelo%20Hospital.html,ZA-MP,YES
Barberton TB Hospital,31.02869,-25.7801,District Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,,TB and related services,,227,,,,,,,,,,,ZA-MP,
Bongani TB Hospital,31.12695,-25.089,District Hospital,Mpumalanga,Ehlanzeni District Municipality,City of Mbombela Local Municipality,,TB and related services,,,,,,,,,,,,,ZA-MP,
Standerton Spec TB Hospital,29.24255,-26.9389,District Hospital,Mpumalanga,Gert Sibande District Municipality,Lekwa Local Municipality,,TB and related services,,,,,,,,,,,,,ZA-MP,
Sesifuba TB Hospital,29.97775,-26.5202,District Hospital,Mpumalanga,Gert Sibande District Municipality,Msukaligwa Local Municipality,,TB and related services,,56,,,,,,,,,,,ZA-MP,
